name,Cactus?,New?,Family,Subfamily,Tribe,Genus,Subgenus,Species group,Species subgroup,Species,Stock ID,NDSSC ID,genome source,genome accession,citation,read type,assm size,genome N50,sample type,sex,#,stage,material provider,location,GPS,country,collection date,original source,comments
Drosophila melanica,1,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,melanica,,melanica,15030-1141.03_faw,,NCBI GenBank,GCA_004143765.1,"Ellison and Bachtrog 2019, Plos Bio",Illumina,"149,951,920","28,961",,F,,adult,,,,USA,2015,,
Drosophila paramelanica,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,melanica,,paramelanica,Dpam_TW21,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"145,052,346","5,600,682",wild,F,1,adult,Thomas Werner,"Huron Mountains, MI",,USA,2021-Aug,,
Drosophila lacicola,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,virilis,,lacicola,(BGS) 1756.26,15010-0991.12,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"175,880,992","7,152,290",lab line,F,50,adult,Zee Syed/DEP,"Fenske Lake, Minnesota",,USA,1947,,
Drosophila montana,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,virilis,montana,montana,Dmon_TW-CO22-7,wild,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"191,706,396","1,323,835",wild,M,1,adult,Thomas Werner,"Flatiron Campground, CO",,USA,2022,,
Drosophila borealis,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,virilis,,borealis,(BGS) 2077.4B (standard),15010-0961.00,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"214,704,267","1,953,869",lab line,M,50,adult,Patrick M. O'Grady,"Itasca Park, Minnesota",,USA,1950,,
Drosophila littoralis,1,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,virilis,,littoralis,1240J8,,NCBI GenBank,GCA_018903485.1,"Kim et al. 2021, eLife",ONT R9.4.1 + Illumina,"236,786,485","7,098,318",lab line,M,,adult,Charlotte Forster,Oulanka,,Finland,2008,Maaria Kankare,
Drosophila kanekoi,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,virilis,,kanekoi,Dkan_CRE,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"183,788,030","6,638,446",lab line,F,50,adult,Zee Syed/DEP,,,,,,This was a recent acquisitation at DSSC before thay had assigned a stock #.
Drosophila ezoana,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,virilis,,ezoana,Dezo_MK-OJ8,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"179,618,705","11,561,277",lab line,M,50,adult,Maaria Kankare,Oulanka Research Station,66°22´N; 29°20’E,Finland,2008,Anneli Hoikkala,
Drosophila virilis,1,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,virilis,virilis,virilis,,"15010-1051.48,49,85",NCBI RefSeq,GCF_003285735.1,"Clark, Long labs",PacBio Sequel + Illumina,"189,443,829","8,697,263",lab line,,,adult,,,,,,,
Drosophila lummei,0,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,virilis,,lummei,1109,,NCBI SRA,SRR20226088,"Yusuf et al. 2022, Evol Letters",Illumina + SPAdes,"183,982,743",685,wild,F,1,adult,,Muonio,,Finland,,,
Drosophila novamexicana,1,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,virilis,,novamexicana,,"15010-1031.04,08,12",NCBI RefSeq,GCF_003285875.2,"Clark, Long labs",PacBio Sequel + Illumina,"177,223,868","3,158,326",lab line,MF,,adult,,,,,,,
Drosophila americana,1,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,virilis,americana,americana,G96,,NCBI GenBank,GCA_030788265.1,"Flynn et al. 2023, bioRxiv",PacBio + Illumina,"203,011,843","30,829,601",lab line,M,,adult,,,,,,,
Drosophila pseudotalamancana,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,annulimana,,pseudotalamancana,(Heed) H66.12,15040-1191.00,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"132,638,452","740,092",lab line,M,50,adult,Patrick M. O'Grady,San Salvador,,El Salvador,1955,,
Drosophila bromeliae,0,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,bromeliae,bromeliae,bromeliae,,15085-1682.00,NCBI SRA,SRR12439614,"Suvorov et al. 2021, Curr Bio",Illumina + SPAdes,"160,615,385","23,094",lab line,F,,adult,M. Lang & V. Courtier-Orgogozo,Grand Cayman Island,,United Kingdom,1985,,
Drosophila nannoptera,1,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,nannoptera,,nannoptera,,15090-1692.12,NCBI GenBank,GCA_020883555.1,"Suvorov et al. 2021, Curr Bio",PacBio Sequel + Illumina,"134,504,500","8,811,711",lab line,,,adult,M. Lang & V. Courtier-Orgogozo,Oaxaca,,Mexico,2002,S. Castrezana,
Drosophila pachea,1,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,nannoptera,,pachea,,15090-1698.02,NCBI GenBank,GCA_020883565.1,"Suvorov et al. 2021, Curr Bio",PacBio Sequel + Illumina,"127,516,150","13,920,077",lab line,,,adult,M. Lang & V. Courtier-Orgogozo,Sonora,,Mexico,1996,W. Heed,
Drosophila wassermani,0,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,nannoptera,,wassermani,,15090-1697.12,NCBI SRA,SRR12439613,"Suvorov et al. 2021, Curr Bio",Illumina + SPAdes,"147,871,754","21,825",lab line,F,,adult,M. Lang & V. Courtier-Orgogozo,"San Jose de Gracia, Oaxaca",,Mexico,2002,,
Drosophila acanthoptera,0,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,nannoptera,,acanthoptera,,15090-1693.00,NCBI SRA,SRR12439615,"Suvorov et al. 2021, Curr Bio",Illumina + SPAdes,"130,395,727","27,647",lab line,F,,adult,M. Lang & V. Courtier-Orgogozo,Oaxaca,,Mexico,1976,,
Drosophila gaucha,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,mesophragmatica,mesophragmatica,gaucha,(BGS) 3164.6,15070-1231.03,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"171,837,204","3,971,267",lab line,M,50,adult,Patrick M. O'Grady,Campos do Jordan,,Brazil,,,
Drosophila pegasa,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,mulleri,pegasa,15081-1398.11,15081-1398.11,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"157,956,412","7,245,279",lab line,M,50,adult,Zee Syed/DEP,"Zapotitlan, Puebla.",,Mexico,,,
Drosophila mettleri,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,mulleri,mettleri,(Heed) A850,15081-1502.00,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"152,340,797","20,225,147",lab line,F,50,adult,Zee Syed/DEP,"Organ Pipe National Monument, Arizona.",,USA,1983,,
Drosophila bifurca,0,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,hydei,bifurca,N/A,,,,Yasir Ahmed,ONT R9.4.1,"167,313,132","22,851,452",lab line,,,adult,Yasir Ahmed,,,,,CRE Lab Stock,
Drosophila nigrohydei,0,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,hydei,nigrohydei,N/A,,,,Yasir Ahmed,ONT R9.4.1,"175,173,792","26,938,525",lab line,,,,Yasir Ahmed,,,,,CRE Lab Stock,
Drosophila hydei,1,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,hydei,hydei,,"15085-1641.00,03,60",NCBI RefSeq,GCF_003285905.1,"Clark, Long labs",PacBio Sequel + Illumina,"153,741,574","3,367,158",lab lines,MF,,adult,,,,,,,
Drosophila eohydei,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,hydei,eohydei,H191.47,15085-1631.01,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"145,685,441","14,192,769",lab line,F,50,adult,Zee Syed/DEP,Bucaramanga,,Colombia,,,
Drosophila anceps,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,mulleri,anceps,(Heed) A964,15081-1261.02,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"158,399,901","9,990,161",lab line,F,50,adult,Zee Syed/DEP,Oaxaca,,Mexico,1992,,
Drosophila leonis,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,mulleri,leonis,(Heed) A964/966,15081-1395.01,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"180,780,699","7,904,563",lab line,F,50,adult,Zee Syed/DEP,"Huahuapan de Leon/Izu de Matamoros, Puebla.",,Mexico,1992,,
Drosophila nigricruria,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,mulleri,nigricruria,(Mateos) isonigri-74,15081-1381.06,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"176,748,853","12,253,321",lab line,F,50,adult,Zee Syed/DEP,,,,,,
Drosophila fulvimacula,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,repleta,fulvimacula,(Heed) H435.7,15084-1571.04,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"161,239,790","9,663,037",lab line,F,50,adult,Zee Syed/DEP,"Amazon, Leticia",,Colombia,1960,,
Drosophila peninsularis,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,mercatorum,peninsularis,H130.3,15081-1401.00,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"153,065,513","8,422,728",lab line,M,50,adult,Patrick M. O'Grady,Rio Piedras Experimental Station.,,Puerto Rico,,,
Drosophila repleta,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,repleta,repleta,A960.7,15084-1611.06,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 only,"170,107,712","4,644,035",lab line,M,50,adult,Zee Syed/DEP,Siboney,,Cuba,,,
Drosophila paranaensis,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,mercatorum,paranaensis,H194.44,15082-1541.00,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"162,676,536","13,000,432",lab line,M,50,adult,Patrick M. O'Grady,Villavicencio,,Colombia,1956,,
Drosophila mercatorum,1,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,mercatorum,mercatorum,(BGS) E9.1,15082-1511.00,NCBI GenBank,GCA_961210405.1,UT health science center,ONT R9.4.1 + Illumina,"171,182,504","22,671,956",lab line,,32,adult,,"Praia Grande, Sao Paulo",,Brazil,,,
Drosophila meridionalis,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,mulleri,meridionalis,2507.21,15081-1344.00,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"175,405,655","17,766,643",lab line,F,50,adult,Zee Syed/DEP,Angra dos Reis,,Brazil,1958,,
Drosophila meridiana,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,mulleri,meridiana,E64.1 POOL,15081-1331.00,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"190,589,592","7,945,430",lab line,M,50,adult,Patrick M. O'Grady,"Palmetto Sate Park, Texas",,USA,,,
Drosophila stalkeri,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,mulleri,stalkeri,2213.1,15081-1451.00,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"162,897,099","29,995,461",lab line,F,50,adult,Zee Syed/DEP,"Saint Petersburg, Florida",,USA,,,
Drosophila buzzatii,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,mulleri,buzzatii,(Wasserman) H347.9,15081-1291.02,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"177,128,224","3,125,169",lab line,F,50,adult,Zee Syed/DEP,Cordoba,,Argentina,1958,,
Drosophila koepferae,1,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,mulleri,koepferae,Ko11,,NCBI GenBank,GCA_023375715.1,"Moreyra et al. 2023, MPE",PacBio RS II + Illumina,"169,139,524","807,058",lab line,MF,,adult,,,,,,,
Drosophila antonietae,1,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,mulleri,antonietae,MG.2,,NCBI GenBank,GCA_030914385.1,"Moreyra et al. 2023, MPE",PacBio Sequel + Illumina,"154,329,146","6,192,318",lab line,,,,,"Provincia de Buenos Aires, Isla Martin Garcia",34.182483 S 58.249109 W,Argentina,2010-Mar,,
Drosophila borborema,1,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,mulleri,borborema,BOR,,NCBI GenBank,GCA_030914335.1,"Moreyra et al. 2023, MPE",PacBio RS II + Illumina,"177,073,319","11,352,646",lab line,,,,,"Baha State, Morro do Chapeu",11.549345 S 41.156128 W,Brazil,1974,,
Drosophila seriema,0,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,mulleri,seriema,D73C3,,NCBI SRA,ERR1976657,"Teixeira et al. 2018, J Mol Evol",Illumina,"236,979,669","2,750",lab line,MF,,adult,,Cachoeira do Ferro Doido,,Brazil,,,
Drosophila hamatofila,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,mulleri,hamatofila,(Corbin)CI1007 pool,15081-1301.08,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"172,312,378","16,326,209",lab line,F,50,adult,Zee Syed/DEP,"Catalina Island, California",,USA,2007,,
Drosophila mayaguana,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,mulleri,mayaguana,ORV 8 (1985),15081-1397.00,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"151,052,993","11,220,800",lab line,F,50,adult,Zee Syed/DEP,"Beef Island, Tortola.",,United Kingdom,1985,,
Drosophila aldrichi,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,mulleri,aldrichi,,15081-1251.22,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"166,412,147","4,725,958",lab line,F,50,adult,Zee Syed/DEP,"Huatulco, Oaxaca",,Mexico,,,
Drosophila mulleri,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,mulleri,mulleri,E64.1 POOL,15081-1371.01,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"159,709,662","7,964,008",lab line,M,50,adult,Patrick M. O'Grady,"Palmetto Sate Park, Texas",,USA,,,
Drosophila navojoa,0,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,mulleri,navojoa,navoj_Jal97,,NCBI RefSeq,GCF_001654015.2,"Vanderlinde et al. 2019, J Hered",Illumina,"147,357,603","389,283",lab line,,,adult,,"Tomatlan, Jalisco",,Mexico,1997-Mar,,
Drosophila mojavensis,1,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,mulleri,mojavensis,15081-1352.22,,NCBI RefSeq,GCF_018153725.1,"Kim et al. 2021, eLife",ONT R9.4.1 + Illumina,"163,170,721","24,882,697",lab line,F,,adult,,,,,,,
Drosophila arizonae,1,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,repleta,mulleri,arizonae,ariz_Son04,,NCBI RefSeq,GCF_001654025.1,"Sanchez-Flores et al. 2016, G3",Illumina,"141,386,800","26,536,676",,,,adult,,"Guaymas, Sonora",,Mexico,2004-Jan,Luciano Matzkin,
Drosophila flavopinicola,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,pinicola,,flavopinicola,Dfpi_TW22,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"172,437,340","1,548,285",wild,F,1,adult,Thomas Werner,"Olympic Peninsula, WA",,USA,2022-July,Thomas Werner,
Drosophila maculinotata,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Drosophila,,,maculinotata,Dmct_TK,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"183,916,135","6,259,545",lab line,M,50,adult,Toru Katoh,Shiga Kogen,,Japan,2011-Sep-23,Toru Katoh,
Scaptomyza hsui,1,0,Drosophilidae,Drosophilinae,Drosophilini,Scaptomyza,Hemiscaptomyza,,,hsui,iso-CA-L1,,NCBI GenBank,GCA_018152825.1,"Kim et al. 2021, eLife",ONT R9.4.1 + Illumina,"223,546,733","5,287,883",lab line,MF,,adult,Noah Whiteman,,,,,,
Scaptomyza graminum,1,0,Drosophilidae,Drosophilinae,Drosophilini,Scaptomyza,,,,graminum,TMU-2019,,NCBI GenBank,GCA_018901835.1,"Kim et al. 2021, eLife",ONT R9.4.1 + Illumina,"137,787,325","17,407,008",wild,F,30,adult,Aya Takahashi,"Minami-osawa, Hachioji-shi, Tokyo",35.600000 N 139.400000 E,Japan,2019-Nov,,
Scaptomyza polygonia,1,1,Drosophilidae,Drosophilinae,Drosophilini,Scaptomyza,,,,polygonia,Spol_TM,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"202,555,330","1,122,002",wild,,,,Teruyuki Matsunaga,,,Japan,2023,Teruyuki Matsunaga,
Scaptomyza flava,1,0,Drosophilidae,Drosophilinae,Drosophilini,Scaptomyza,,,,flava,SflavaNH,,NCBI GenBank,GCA_030179655.1,"Pelaez et al. 2023, G3",PacBio + Illumina + HiC,"330,392,538","31,830,347",lab line,M,,adult,Noah Whiteman,"Dover, NH",,USA,2014-May-15,Aya Takahashi,
Scaptomyza montana,1,0,Drosophilidae,Drosophilinae,Drosophilini,Scaptomyza,,,,montana,iso-CA-L1,,NCBI GenBank,GCA_018904305.1,"Kim et al. 2021, eLife",ONT R9.4.1 + Illumina,"229,076,798","2,436,812",lab line,MF,,adult,Noah Whiteman,,,,,,
Scaptomyza caliginosa,1,1,Drosophilidae,Drosophilinae,Drosophilini,Scaptomyza,Exalloscaptomyza,,,caliginosa,Scal_SHC-C164,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"115,693,153","961,642",wild,F,1,adult,Samuel Church,"Volcanoes National Park, HI",,USA,2022-Oct-22,Samuel Church,
Scaptomyza parva,1,1,Drosophilidae,Drosophilinae,Drosophilini,Scaptomyza,,,,parva,Spar_SHC-C083,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"140,815,053","15,656,414",wild,F,1,adult,Samuel Church,"Upper Waiakea Forest Reserve, HI",,USA,2022-Oct-18,Samuel Church,
Scaptomyza elmoi,0,0,Drosophilidae,Drosophilinae,Drosophilini,Scaptomyza,Parascaptomyza,,,elmoi,,,NCBI SRA,"DRR061017,DRR061018,DRR061019",Natl Institute of Genetics (Japan),Illumina PE+MP3k+MP5k,"400,535,901",179,,,,,,,,,,,
Scaptomyza pallida,1,0,Drosophilidae,Drosophilinae,Drosophilini,Scaptomyza,Parascaptomyza,,,pallida,iso-CA-L1,,NCBI GenBank,GCA_018152965.1,"Kim et al. 2021, eLife",ONT R9.4.1 + Illumina,"201,650,218","4,279,569",lab line,MF,,adult,Noah Whiteman,,,,,,
Scaptomyza reducta,1,1,Drosophilidae,Drosophilinae,Drosophilini,Scaptomyza,Engiscaptomyza,,,reducta,Sred_SHC-C122,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"151,070,787","497,420",wild,M,1,adult,Samuel Church,"Volcanoes National Park, HI",,USA,2022-Oct-22,Samuel Church,
Scaptomyza tumidula,1,1,Drosophilidae,Drosophilinae,Drosophilini,Scaptomyza,Elmomyza,,,tumidula,Stum_SHC-C153,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"137,900,958","3,595,045",wild,M,1,adult,Samuel Church,"Upper Waikea Forest Reserve, HI",,USA,2022-Oct-25,Samuel Church,
Scaptomyza cyrtandrae,1,1,Drosophilidae,Drosophilinae,Drosophilini,Scaptomyza,Elmomyza,,,cyrtandrae,Scyr_SHC-C002,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"147,768,519","14,667,169",wild,M,1,adult,Samuel Church,"Pu'u Maka'ala Natural Area Reserve, HI",,USA,2022-Oct-10,Samuel Church,
Drosophila primaeva,0,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,primaeva,,primaeva,,,NCBI SRA,SRR10593248,"Suvorov et al. 2021, Curr Bio",Illumina PE + MP,"169,107,593","272,574",wild,,,,,,,,,,
Drosophila setosimentum,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,adiastola,adiastola,setosimentum,Dset_SHC-C195,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"136,911,074","22,604,783",wild,F,1,adult,Samuel Church,"Pu'u Maka'ala Natural Area Reserve, HI",,USA,2022-Nov-09,Samuel Church,
Drosophila picticornis,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,planitibia,picticornis,picticornis,Dpic_SHC-C172,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"137,208,866","24,269,455",wild,F,1,adult,Samuel Church,"Koke'e State Park, HI",,USA,2022-Nov-02,Samuel Church,
Drosophila anomalipes,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,anomalipes,,anomalipes,Danp_SHC-C171,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"146,409,276","18,304,052",wild,M,1,adult,Samuel Church,"Na Pali Kona Forest Reserve, HI",,USA,2022-Nov-01,Samuel Church,
Drosophila quasianomalipes,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,anomalipes,,quasianomalipes,Dqus_DKP,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"159,761,135","1,319,094",wild,M,1,adult,Donald Price,Kauai: Nualolo Trail 3800',,USA,2010-Jan-24,Karl Magnacca,
Drosophila neoperkinsi,0,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,planitibia,cyrtoloma,neoperkinsi,Dnpe_DKP,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1,"134,062,126","24,115",wild,M,1,adult,Donald Price,Molokai?,,USA,,,
Drosophila cyrtoloma,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,planitibia,cyrtoloma,cyrtoloma,Dcyr_DKP,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"150,463,148","10,820,774",wild,M,1,adult,Donald Price,Maui: Waihoi rim 4300',"20.735000, -156.066000",USA,2011-May-24to26,Karl Magnacca,
Drosophila melanocephala,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,planitibia,cyrtoloma,melanocephala,Dmln_DKP,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"145,369,347","1,807,593",wild,M,1,adult,Donald Price,Maui: Waikamoi flume 4300',"20.809000, -156.244000",USA,2010-Dec-21,Karl Magnacca,
Drosophila differens,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,planitibia,planitibia,differens,Ddif_DKP,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"140,494,658","3,269,494",lab line,M,2,adult,Donald Price,,,,,,
Drosophila planitibia,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,planitibia,planitibia,planitibia,Dpla_DKP,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"134,152,801","4,000,884",wild,F,1,adult,Donald Price,"East Maui, HI",,USA,,,
Drosophila silvestris,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,planitibia,planitibia,silvestris,Dsil_DKP,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"139,756,479","7,286,698",wild,M,1,adult,Donald Price,HI,,USA,,,
Drosophila heteroneura,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,planitibia,planitibia,heteroneura,Dhet_DKP,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1,"138,255,615","998,678",wild,F,,,,,,,,,
Drosophila prolaticilia,0,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,grimshawi,punalua,prolaticilia,,,NCBI SRA,SRR10593254,"Suvorov et al. 2021, Curr Bio",Illumina,"177,340,382","903,845",wild,,,,E. Armstrong and D. Price,,,,,,
Drosophila basisetae,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,grimshawi,punalua,basisetae,Dbas_SHC-C021,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"135,396,141","9,679,735",wild,F,1,adult,Samuel Church,"Volcanoes National Park, HI",,USA,2022-Oct-05,Samuel Church,
Drosophila paucipuncta,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,grimshawi,punalua,paucipuncta,Dppn_DKP,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"148,937,204","32,042,612",wild,M,1,adult,Donald Price,HI,,USA,,,
Drosophila glabriapex,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,grimshawi,pilimana,glabriapex,Dgla_SHC-C181,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"135,524,161","15,143,833",wild,F,1,adult,Samuel Church,"Na Pali Kona Forest Reserve, HI",,USA,2022-Nov-01,Samuel Church,
Drosophila macrothrix,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,grimshawi,conspicua,macrothrix,Dmac_SHC-C051,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"136,888,118","14,764,769",wild,M,1,adult,Samuel Church,"Volcanoes National Park, HI",,USA,2022-Oct-05,Samuel Church,
Drosophila hawaiiensis,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,grimshawi,hawaiiensis,hawaiiensis,Dhaw_DKP,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"135,035,390","3,222,401",wild,M,1,adult,Donald Price,Hawaii: Kukuiopae 4600',"19.303000, -155.819000",USA,2009-Dec-29,Karl Magnacca,
